['#BESTXYZA', 'COM1', '0', '82.5', 'FINESTEERING', '1992', '60815.000', '00000000', 'fac1', '13306;SOL_COMPUTED', 'SINGLE', '856539.8172', '-4842968.6534', '4047982.5889', '1.7244', '2.8282', '3.0771', 'SOL_COMPUTED', 'DOPPLER_VELOCITY', '-0.0012', '-0.0602', '0.0117', '0.2061', '0.3380', '0.3678', '""', '0.150', '0.000', '0.000', '10', '9', '9', '9', '0', '06', '00', '03*6f457c83\r\n']
['#SATXYZA', 'COM1', '0', '82.5', 'FINESTEERING', '1992', '60815.000', '00000000', '6f3c', '13306;0.0', '9', '3', '-12594218.3374', '-16177491.5392', '16895995.3388', '7926.195', '-1.862', '3.389', '0.0', '0.0', '26', '5354153.8569', '-24013322.4414', '9827131.6573', '-66409.979', '-1.127', '2.547', '0.0', '0.0', '31', '9031979.0553', '-12304518.0702', '21794583.3354', '40815.917', '-2.096', '2.698', '0.0', '0.0', '25', '14777157.8624', '4395524.0739', '21485927.4750', '-165442.363', '-1.391', '9.199', '0.0', '0.0', '29', '22319267.5985', '-1666578.8536', '14274016.4933', '145087.351', '0.104', '7.885', '0.0', '0.0', '22', '-10912344.2370', '-21474461.0299', '11421545.3887', '-95788.476', '-1.250', '3.214', '0.0', '0.0', '14', '14758745.8038', '-18110092.1861', '12755657.8239', '-28471.903', '-1.416', '2.817', '0.0', '0.0', '32', '20317034.7542', '-16598928.7567', '3890025.3943', '-158581.318', '1.086', '4.634', '0.0', '0.0', '16', '140538.5064', '-26308298.1284', '-1069529.5424', '9150.241', '-0.216', '3.993', '0.0', '0.0*f463a7f7\r\n']
['#BESTXYZA', 'COM1', '0', '82.0', 'FINESTEERING', '1992', '60820.000', '00000000', 'fac1', '13306;SOL_COMPUTED', 'SINGLE', '856539.7328', '-4842968.6640', '4047982.5873', '1.7246', '2.8275', '3.0787', 'SOL_COMPUTED', 'DOPPLER_VELOCITY', '0.0027', '-0.0082', '0.0504', '0.2061', '0.3379', '0.3680', '""', '0.150', '0.000', '0.000', '10', '9', '9', '9', '0', '06', '00', '03*dd447554\r\n']
['#SATXYZA', 'COM1', '0', '82.0', 'FINESTEERING', '1992', '60820.000', '00000000', '6f3c', '13306;0.0', '9', '3', '-12593863.7859', '-16188251.5538', '16885986.8647', '7926.208', '-1.865', '3.389', '0.0', '0.0', '26', '5355933.7455', '-24007153.8914', '9841280.0638', '-66409.961', '-1.135', '2.546', '0.0', '0.0', '31', '9044030.1874', '-12297848.3988', '21793553.8389', '40815.914', '-2.102', '2.699', '0.0', '0.0', '25', '14777608.0765', '4409322.7373', '21482931.5901', '-165442.375', '-1.391', '9.218', '0.0', '0.0', '29', '22311772.1871', '-1661425.7743', '14286326.8244', '145087.342', '0.097', '7.882', '0.0', '0.0', '22', '-10911461.8985', '-21481700.2845', '11408481.9811', '-95788.494', '-1.256', '3.215', '0.0', '0.0', '14', '14766248.0572', '-18112830.2173', '12742711.0076', '-28471.903', '-1.420', '2.818', '0.0', '0.0', '32', '20319896.2215', '-16599043.1254', '3874416.9696', '-158581.316', '1.083', '4.638', '0.0', '0.0', '16', '141711.1298', '-26308851.9609', '-1053231.7705', '9150.235', '-0.227', '3.989', '0.0', '0.0*aeedac9d\r\n']
['#BESTXYZA', 'COM1', '0', '82.0', 'FINESTEERING', '1992', '60824.000', '00000000', 'fac1', '13306;SOL_COMPUTED', 'SINGLE', '856539.6395', '-4842968.7129', '4047982.5865', '1.7248', '2.8272', '3.0800', 'SOL_COMPUTED', 'DOPPLER_VELOCITY', '0.0149', '0.0188', '-0.0864', '0.2062', '0.3379', '0.3681', '""', '0.150', '0.000', '0.000', '10', '9', '9', '9', '0', '06', '00', '03*7ada64bf\r\n']
['#SATXYZA', 'COM1', '0', '82.0', 'FINESTEERING', '1992', '60824.000', '00000000', '6f3c', '13306;0.0', '9', '3', '-12593582.1794', '-16196855.1075', '16877973.6231', '7926.218', '-1.857', '3.388', '0.0', '0.0', '26', '5357359.3435', '-24002213.0205', '9852594.9917', '-66409.946', '-1.128', '2.545', '0.0', '0.0', '31', '9053672.0167', '-12292515.4831', '21792721.9415', '40815.911', '-2.098', '2.700', '0.0', '0.0', '25', '14777971.1747', '4420360.1433', '21480526.5479', '-165442.383', '-1.382', '9.234', '0.0', '0.0', '29', '22305772.1428', '-1657298.8956', '14296169.6096', '145087.335', '0.111', '7.879', '0.0', '0.0', '22', '-10910756.7386', '-21487486.0726', '11398026.9329', '-95788.508', '-1.248', '3.215', '0.0', '0.0', '14', '14772244.2188', '-18115019.4221', '12732348.7049', '-28471.902', '-1.418', '2.819', '0.0', '0.0', '32', '20322179.4666', '-16599131.3255', '3861928.7386', '-158581.314', '1.088', '4.642', '0.0', '0.0', '16', '142648.8983', '-26309287.8191', '-1040193.1379', '9150.230', '-0.232', '3.986', '0.0', '0.0*8d04e91c\r\n']
['#BESTXYZA', 'COM1', '0', '83.0', 'FINESTEERING', '1992', '60829.000', '00000000', 'fac1', '13306;SOL_COMPUTED', 'SINGLE', '856539.5085', '-4842968.7112', '4047982.5542', '1.7251', '2.8265', '3.0815', 'SOL_COMPUTED', 'DOPPLER_VELOCITY', '0.0240', '-0.0293', '0.0249', '0.2062', '0.3378', '0.3683', '""', '0.150', '0.000', '0.000', '10', '9', '9', '9', '0', '06', '00', '03*acb1136c\r\n']
['#SATXYZA', 'COM1', '0', '83.0', 'FINESTEERING', '1992', '60829.000', '00000000', '6f3c', '13306;0.0', '9', '3', '-12593232.7114', '-16207603.9710', '16867948.9980', '7926.230', '-1.859', '3.388', '0.0', '0.0', '26', '5359143.4535', '-23996029.3974', '9866733.8978', '-66409.927', '-1.126', '2.544', '0.0', '0.0', '31', '9065725.4504', '-12285852.8688', '21791671.6952', '40815.908', '-2.099', '2.700', '0.0', '0.0', '25', '14778428.7049', '4434154.9869', '21477509.8288', '-165442.395', '-1.368', '9.253', '0.0', '0.0', '29', '22298267.4499', '-1652134.7774', '14308466.2353', '145087.326', '0.104', '7.876', '0.0', '0.0', '22', '-10909876.1734', '-21494711.2844', '11384952.7264', '-95788.525', '-1.251', '3.216', '0.0', '0.0', '14', '14779732.3670', '-18117754.3969', '12719389.7708', '-28471.902', '-1.410', '2.820', '0.0', '0.0', '32', '20325026.1133', '-16599237.4523', '3846316.5936', '-158581.312', '1.088', '4.646', '0.0', '0.0', '16', '143820.7011', '-26309823.6315', '-1023894.3370', '9150.225', '-0.222', '3.982', '0.0', '0.0*e23e1e4b\r\n']
['#BESTXYZA', 'COM1', '0', '83.0', 'FINESTEERING', '1992', '60833.000', '00000000', 'fac1', '13306;SOL_COMPUTED', 'SINGLE', '856539.3784', '-4842968.7178', '4047982.5368', '1.7252', '2.8262', '3.0828', 'SOL_COMPUTED', 'DOPPLER_VELOCITY', '0.0210', '-0.0555', '0.0104', '0.2062', '0.3378', '0.3685', '""', '0.150', '0.000', '0.000', '10', '9', '9', '9', '0', '06', '00', '03*90715206\r\n']
['#SATXYZA', 'COM1', '0', '83.0', 'FINESTEERING', '1992', '60833.000', '00000000', '6f3c', '13306;0.0', '9', '3', '-12592955.1664', '-16216198.5952', '16859922.8428', '7926.240', '-1.862', '3.387', '0.0', '0.0', '26', '5360572.4351', '-23991076.4738', '9878041.2151', '-66409.912', '-1.133', '2.544', '0.0', '0.0', '31', '9075369.1106', '-12280525.6038', '21790823.1989', '40815.906', '-2.102', '2.701', '0.0', '0.0', '25', '14778797.6538', '4445189.3256', '21475088.1216', '-165442.404', '-1.363', '9.269', '0.0', '0.0', '29', '22292259.9902', '-1647999.0659', '14318298.0473', '145087.318', '0.094', '7.873', '0.0', '0.0', '22', '-10909172.4255', '-21500485.8331', '11374489.0484', '-95788.540', '-1.252', '3.216', '0.0', '0.0', '14', '14785717.2416', '-18119941.1475', '12709017.7829', '-28471.902', '-1.410', '2.820', '0.0', '0.0', '32', '20327297.5044', '-16599319.0512', '3833825.3977', '-158581.310', '1.089', '4.650', '0.0', '0.0', '16', '144757.8215', '-26310245.0726', '-1010854.8932', '9150.220', '-0.222', '3.979', '0.0', '0.0*226a379d\r\n']
