['#BESTXYZA', 'COM1', '0', '83.5', 'FINESTEERING', '1992', '61231.000', '00000000', 'fac1', '13306;SOL_COMPUTED', 'SINGLE', '856539.0445', '-4842967.7523', '4047982.3878', '1.2557', '2.2574', '2.9830', 'SOL_COMPUTED', 'DOPPLER_VELOCITY', '0.0124', '0.0139', '0.0103', '0.1501', '0.2698', '0.3565', '""', '0.150', '0.000', '0.000', '10', '10', '10', '10', '0', '06', '00', '03*cd241d9a\r\n']
['#SATXYZA', 'COM1', '0', '83.5', 'FINESTEERING', '1992', '61231.000', '00000000', '6f3c', '13306;0.0', '10', '23', '-16968753.7276', '-5741488.4671', '20003559.3685', '-65538.763', '-0.716', '6.537', '0.0', '0.0', '3', '-12573969.1870', '-17050974.0394', '16033104.3415', '7927.230', '-1.869', '3.359', '0.0', '0.0', '26', '5510743.8338', '-23471863.9578', '10985545.6414', '-66408.425', '-1.384', '2.488', '0.0', '0.0', '31', '10038311.9123', '-11763331.7532', '21669591.3281', '40815.677', '-2.234', '2.769', '0.0', '0.0', '25', '14828351.1177', '5535542.1119', '21197263.6210', '-165443.289', '-1.185', '11.155', '0.0', '0.0', '29', '21678704.3837', '-1216732.4639', '15271608.7692', '145086.590', '-0.453', '7.645', '0.0', '0.0', '22', '-10841802.7587', '-22049762.6694', '10314781.0887', '-95789.945', '-1.353', '3.278', '0.0', '0.0', '14', '15355979.9357', '-18331451.4849', '11656081.5985', '-28471.883', '-1.374', '2.908', '0.0', '0.0', '32', '20527165.2218', '-16592240.0958', '2585099.6279', '-158581.124', '1.093', '5.034', '0.0', '0.0', '16', '237163.7941', '-26320095.5208', '287587.5695', '9149.758', '-0.473', '3.692', '0.0', '0.0*e2a3526c\r\n']
['#BESTXYZA', 'COM1', '0', '83.0', 'FINESTEERING', '1992', '61233.000', '00000000', 'fac1', '13306;SOL_COMPUTED', 'SINGLE', '856539.0418', '-4842967.7580', '4047982.3830', '1.2559', '2.2575', '2.9834', 'SOL_COMPUTED', 'DOPPLER_VELOCITY', '0.0166', '-0.0006', '-0.0230', '0.1501', '0.2698', '0.3566', '""', '0.150', '0.000', '0.000', '10', '10', '10', '10', '0', '06', '00', '03*2ff5aa01\r\n']
['#SATXYZA', 'COM1', '0', '83.0', 'FINESTEERING', '1992', '61233.000', '00000000', '6f3c', '13306;0.0', '10', '23', '-16964833.5247', '-5744518.8958', '20005963.4242', '-65538.761', '-0.720', '6.534', '0.0', '0.0', '3', '-12573914.9493', '-17055064.3202', '16028810.7784', '7927.235', '-1.870', '3.359', '0.0', '0.0', '26', '5511540.6531', '-23469124.8174', '10991019.9129', '-66408.417', '-1.386', '2.487', '0.0', '0.0', '31', '10043164.5148', '-11760798.5957', '21668798.5244', '40815.676', '-2.235', '2.769', '0.0', '0.0', '25', '14828663.5051', '5540979.8198', '21195684.0653', '-165443.293', '-1.186', '11.167', '0.0', '0.0', '29', '21675545.3960', '-1214465.8882', '15276271.7497', '145086.586', '-0.458', '7.644', '0.0', '0.0', '22', '-10841475.0942', '-22052394.9204', '10309366.0457', '-95789.953', '-1.354', '3.278', '0.0', '0.0', '14', '15358718.7462', '-18332480.9707', '11650688.8010', '-28471.883', '-1.375', '2.908', '0.0', '0.0', '32', '20528039.9728', '-16592125.9809', '2578798.9749', '-158581.123', '1.091', '5.036', '0.0', '0.0', '16', '237626.9034', '-26319984.4612', '294113.6559', '9149.756', '-0.476', '3.691', '0.0', '0.0*a2c89462\r\n']
['#BESTXYZA', 'COM1', '0', '83.0', 'FINESTEERING', '1992', '61234.000', '00000000', 'fac1', '13306;SOL_COMPUTED', 'SINGLE', '856538.9726', '-4842967.8307', '4047982.4026', '1.2559', '2.2566', '2.9835', 'SOL_COMPUTED', 'DOPPLER_VELOCITY', '-0.1870', '-0.0485', '-0.0238', '0.1501', '0.2697', '0.3566', '""', '0.150', '0.000', '0.000', '10', '10', '10', '10', '0', '06', '00', '03*bfa684df\r\n']
['#SATXYZA', 'COM1', '0', '83.0', 'FINESTEERING', '1992', '61234.000', '00000000', '6f3c', '13306;0.0', '10', '23', '-16962873.3663', '-5746034.4075', '20007164.8342', '-65538.759', '-0.719', '6.532', '0.0', '0.0', '3', '-12573887.9774', '-17057109.0589', '16026663.4857', '7927.238', '-1.870', '3.359', '0.0', '0.0', '26', '5511939.2291', '-23467754.7671', '10993756.6953', '-66408.413', '-1.385', '2.487', '0.0', '0.0', '31', '10045590.8550', '-11759532.2689', '21668401.4359', '40815.675', '-2.236', '2.769', '0.0', '0.0', '25', '14828819.9331', '5543698.5048', '21194893.6030', '-165443.295', '-1.185', '11.172', '0.0', '0.0', '29', '21673965.6302', '-1213332.2256', '15278602.7517', '145086.585', '-0.554', '7.643', '0.0', '0.0', '22', '-10841311.2938', '-22053710.5609', '10306658.1983', '-95789.956', '-1.353', '3.279', '0.0', '0.0', '14', '15360087.6736', '-18332995.5772', '11647992.0321', '-28471.883', '-1.374', '2.909', '0.0', '0.0', '32', '20528476.8665', '-16592068.6195', '2575648.5656', '-158581.123', '1.092', '5.037', '0.0', '0.0', '16', '237858.4644', '-26319928.3290', '297376.6894', '9149.755', '-0.476', '3.690', '0.0', '0.0*3a7cab54\r\n']
['#BESTXYZA', 'COM1', '0', '83.0', 'FINESTEERING', '1992', '61235.000', '00000000', 'fac1', '13306;SOL_COMPUTED', 'SINGLE', '856538.8909', '-4842967.8499', '4047982.3837', '1.2560', '2.2566', '2.9837', 'SOL_COMPUTED', 'DOPPLER_VELOCITY', '-0.1539', '-0.0650', '0.0498', '0.1501', '0.2697', '0.3566', '""', '0.150', '0.000', '0.000', '10', '10', '10', '10', '0', '06', '00', '03*8270714a\r\n']
['#SATXYZA', 'COM1', '0', '83.0', 'FINESTEERING', '1992', '61235.000', '00000000', '6f3c', '13306;0.0', '10', '23', '-16960913.1699', '-5747550.1173', '20008365.8324', '-65538.758', '-0.719', '6.530', '0.0', '0.0', '3', '-12573861.1032', '-17059153.5298', '16024515.8523', '7927.240', '-1.869', '3.359', '0.0', '0.0', '26', '5512337.9163', '-23466384.3968', '10996493.2420', '-66408.410', '-1.384', '2.487', '0.0', '0.0', '31', '10048017.2212', '-11758266.1100', '21668003.8896', '40815.675', '-2.235', '2.769', '0.0', '0.0', '25', '14828976.5172', '5546417.0773', '21194102.6844', '-165443.298', '-1.182', '11.178', '0.0', '0.0', '29', '21672385.6831', '-1212198.3132', '15280933.4281', '145086.583', '-0.553', '7.643', '0.0', '0.0', '22', '-10841147.5145', '-22055025.8780', '10303950.1337', '-95789.960', '-1.352', '3.279', '0.0', '0.0', '14', '15361456.2825', '-18333510.0926', '11645295.0165', '-28471.883', '-1.372', '2.909', '0.0', '0.0', '32', '20528913.4391', '-16592011.0554', '2572498.1013', '-158581.122', '1.092', '5.038', '0.0', '0.0', '16', '238090.0297', '-26319871.7954', '300639.7165', '9149.753', '-0.474', '3.690', '0.0', '0.0*b763e45e\r\n']
['#BESTXYZA', 'COM1', '0', '82.5', 'FINESTEERING', '1992', '61236.000', '00000000', 'fac1', '13306;SOL_COMPUTED', 'SINGLE', '856538.7958', '-4842967.8936', '4047982.3536', '1.2560', '2.2566', '2.9839', 'SOL_COMPUTED', 'DOPPLER_VELOCITY', '-0.0747', '-0.0552', '-0.0556', '0.1501', '0.2697', '0.3566', '""', '0.150', '0.000', '0.000', '10', '10', '10', '10', '0', '06', '00', '03*a53d0ab6\r\n']
['#SATXYZA', 'COM1', '0', '82.5', 'FINESTEERING', '1992', '61236.000', '00000000', '6f3c', '13306;0.0', '10', '23', '-16958952.9356', '-5749066.0253', '20009566.4186', '-65538.757', '-0.719', '6.528', '0.0', '0.0', '3', '-12573834.3268', '-17061197.7328', '16022367.8784', '7927.243', '-1.869', '3.359', '0.0', '0.0', '26', '5512736.7144', '-23465013.7064', '10999229.5531', '-66408.406', '-1.383', '2.487', '0.0', '0.0', '31', '10050443.6132', '-11757000.1192', '21667605.8856', '40815.674', '-2.235', '2.770', '0.0', '0.0', '25', '14829133.2575', '5549135.5370', '21193311.3094', '-165443.300', '-1.177', '11.184', '0.0', '0.0', '29', '21670805.5549', '-1211064.1510', '15283263.7788', '145086.581', '-0.550', '7.642', '0.0', '0.0', '22', '-10840983.7562', '-22056340.8717', '10301241.8521', '-95789.963', '-1.352', '3.279', '0.0', '0.0', '14', '15362824.5728', '-18334024.5169', '11642597.7543', '-28471.883', '-1.371', '2.909', '0.0', '0.0', '32', '20529349.6905', '-16591953.2887', '2569347.5820', '-158581.122', '1.089', '5.039', '0.0', '0.0', '16', '238321.5993', '-26319814.8602', '303902.7371', '9149.752', '-0.476', '3.689', '0.0', '0.0*da6c21e9\r\n']
